12500.0,12208.0,11922.0,11642.0,11368.0,11100.0,10838.0,10582.0,10332.0,10088.0,9850.0,9618.0,9392.0,9172.0,8958.0,8750.0,8548.0,8352.0,8162.0,7978.0,7800.0,7628.0,7462.0,7302.0,7148.0,7000.0,6858.0,6722.0,6592.0,6468.0,6350.0,6238.0,6132.0,6032.0,5938.0,5850.0,5768.0,5692.0,5622.0,5558.0,5500.0,5448.0,5402.0,5362.0,5328.0,5300.0,5278.0,5262.0,5252.0,5248.0,5250.0,5258.0,5272.0,5292.0,5318.0,5350.0,5388.0,5432.0,5482.0,5538.0,5600.0,5668.0,5742.0,5822.0,5908.0,6000.0,6098.0,6202.0,6312.0,6428.0,6550.0,6678.0,6812.0,6952.0,7098.0,7250.0,7408.0,7572.0,7742.0,7918.0,8100.0,8288.0,8482.0,8682.0,8888.0,9100.0,9318.0,9542.0,9772.0,10008.0,10250.0,10498.0,10752.0,11012.0,11278.0,11550.0,11828.0,12112.0,12402.0,12698.0
12356.0,12064.0,11778.0,11498.0,11224.0,10956.0,10694.0,10438.0,10188.0,9944.0,9706.0,9474.0,9248.0,9028.0,8814.0,8606.0,8404.0,8208.0,8018.0,7834.0,7656.0,7484.0,7318.0,7158.0,7004.0,6856.0,6714.0,6578.0,6448.0,6324.0,6206.0,6094.0,5988.0,5888.0,5794.0,5706.0,5624.0,5548.0,5478.0,5414.0,5356.0,5304.0,5258.0,5218.0,5184.0,5156.0,5134.0,5118.0,5108.0,5104.0,5106.0,5114.0,5128.0,5148.0,5174.0,5206.0,5244.0,5288.0,5338.0,5394.0,5456.0,5524.0,5598.0,5678.0,5764.0,5856.0,5954.0,6058.0,6168.0,6284.0,6406.0,6534.0,6668.0,6808.0,6954.0,7106.0,7264.0,7428.0,7598.0,7774.0,7956.0,8144.0,8338.0,8538.0,8744.0,8956.0,9174.0,9398.0,9628.0,9864.0,10106.0,10354.0,10608.0,10868.0,11134.0,11406.0,11684.0,11968.0,12258.0,12554.0
12214.0,11922.0,11636.0,11356.0,11082.0,10814.0,10552.0,10296.0,10046.0,9802.0,9564.0,9332.0,9106.0,8886.0,8672.0,8464.0,8262.0,8066.0,7876.0,7692.0,7514.0,7342.0,7176.0,7016.0,6862.0,6714.0,6572.0,6436.0,6306.0,6182.0,6064.0,5952.0,5846.0,5746.0,5652.0,5564.0,5482.0,5406.0,5336.0,5272.0,5214.0,5162.0,5116.0,5076.0,5042.0,5014.0,4992.0,4976.0,4966.0,4962.0,4964.0,4972.0,4986.0,5006.0,5032.0,5064.0,5102.0,5146.0,5196.0,5252.0,5314.0,5382.0,5456.0,5536.0,5622.0,5714.0,5812.0,5916.0,6026.0,6142.0,6264.0,6392.0,6526.0,6666.0,6812.0,6964.0,7122.0,7286.0,7456.0,7632.0,7814.0,8002.0,8196.0,8396.0,8602.0,8814.0,9032.0,9256.0,9486.0,9722.0,9964.0,10212.0,10466.0,10726.0,10992.0,11264.0,11542.0,11826.0,12116.0,12412.0
12074.0,11782.0,11496.0,11216.0,10942.0,10674.0,10412.0,10156.0,9906.0,9662.0,9424.0,9192.0,8966.0,8746.0,8532.0,8324.0,8122.0,7926.0,7736.0,7552.0,7374.0,7202.0,7036.0,6876.0,6722.0,6574.0,6432.0,6296.0,6166.0,6042.0,5924.0,5812.0,5706.0,5606.0,5512.0,5424.0,5342.0,5266.0,5196.0,5132.0,5074.0,5022.0,4976.0,4936.0,4902.0,4874.0,4852.0,4836.0,4826.0,4822.0,4824.0,4832.0,4846.0,4866.0,4892.0,4924.0,4962.0,5006.0,5056.0,5112.0,5174.0,5242.0,5316.0,5396.0,5482.0,5574.0,5672.0,5776.0,5886.0,6002.0,6124.0,6252.0,6386.0,6526.0,6672.0,6824.0,6982.0,7146.0,7316.0,7492.0,7674.0,7862.0,8056.0,8256.0,8462.0,8674.0,8892.0,9116.0,9346.0,9582.0,9824.0,10072.0,10326.0,10586.0,10852.0,11124.0,11402.0,11686.0,11976.0,12272.0
11936.0,11644.0,11358.0,11078.0,10804.0,10536.0,10274.0,10018.0,9768.0,9524.0,9286.0,9054.0,8828.0,8608.0,8394.0,8186.0,7984.0,7788.0,7598.0,7414.0,7236.0,7064.0,6898.0,6738.0,6584.0,6436.0,6294.0,6158.0,6028.0,5904.0,5786.0,5674.0,5568.0,5468.0,5374.0,5286.0,5204.0,5128.0,5058.0,4994.0,4936.0,4884.0,4838.0,4798.0,4764.0,4736.0,4714.0,4698.0,4688.0,4684.0,4686.0,4694.0,4708.0,4728.0,4754.0,4786.0,4824.0,4868.0,4918.0,4974.0,5036.0,5104.0,5178.0,5258.0,5344.0,5436.0,5534.0,5638.0,5748.0,5864.0,5986.0,6114.0,6248.0,6388.0,6534.0,6686.0,6844.0,7008.0,7178.0,7354.0,7536.0,7724.0,7918.0,8118.0,8324.0,8536.0,8754.0,8978.0,9208.0,9444.0,9686.0,9934.0,10188.0,10448.0,10714.0,10986.0,11264.0,11548.0,11838.0,12134.0
11800.0,11508.0,11222.0,10942.0,10668.0,10400.0,10138.0,9882.0,9632.0,9388.0,9150.0,8918.0,8692.0,8472.0,8258.0,8050.0,7848.0,7652.0,7462.0,7278.0,7100.0,6928.0,6762.0,6602.0,6448.0,6300.0,6158.0,6022.0,5892.0,5768.0,5650.0,5538.0,5432.0,5332.0,5238.0,5150.0,5068.0,4992.0,4922.0,4858.0,4800.0,4748.0,4702.0,4662.0,4628.0,4600.0,4578.0,4562.0,4552.0,4548.0,4550.0,4558.0,4572.0,4592.0,4618.0,4650.0,4688.0,4732.0,4782.0,4838.0,4900.0,4968.0,5042.0,5122.0,5208.0,5300.0,5398.0,5502.0,5612.0,5728.0,5850.0,5978.0,6112.0,6252.0,6398.0,6550.0,6708.0,6872.0,7042.0,7218.0,7400.0,7588.0,7782.0,7982.0,8188.0,8400.0,8618.0,8842.0,9072.0,9308.0,9550.0,9798.0,10052.0,10312.0,10578.0,10850.0,11128.0,11412.0,11702.0,11998.0
11666.0,11374.0,11088.0,10808.0,10534.0,10266.0,10004.0,9748.0,9498.0,9254.0,9016.0,8784.0,8558.0,8338.0,8124.0,7916.0,7714.0,7518.0,7328.0,7144.0,6966.0,6794.0,6628.0,6468.0,6314.0,6166.0,6024.0,5888.0,5758.0,5634.0,5516.0,5404.0,5298.0,5198.0,5104.0,5016.0,4934.0,4858.0,4788.0,4724.0,4666.0,4614.0,4568.0,4528.0,4494.0,4466.0,4444.0,4428.0,4418.0,4414.0,4416.0,4424.0,4438.0,4458.0,4484.0,4516.0,4554.0,4598.0,4648.0,4704.0,4766.0,4834.0,4908.0,4988.0,5074.0,5166.0,5264.0,5368.0,5478.0,5594.0,5716.0,5844.0,5978.0,6118.0,6264.0,6416.0,6574.0,6738.0,6908.0,7084.0,7266.0,7454.0,7648.0,7848.0,8054.0,8266.0,8484.0,8708.0,8938.0,9174.0,9416.0,9664.0,9918.0,10178.0,10444.0,10716.0,10994.0,11278.0,11568.0,11864.0
11534.0,11242.0,10956.0,10676.0,10402.0,10134.0,9872.0,9616.0,9366.0,9122.0,8884.0,8652.0,8426.0,8206.0,7992.0,7784.0,7582.0,7386.0,7196.0,7012.0,6834.0,6662.0,6496.0,6336.0,6182.0,6034.0,5892.0,5756.0,5626.0,5502.0,5384.0,5272.0,5166.0,5066.0,4972.0,4884.0,4802.0,4726.0,4656.0,4592.0,4534.0,4482.0,4436.0,4396.0,4362.0,4334.0,4312.0,4296.0,4286.0,4282.0,4284.0,4292.0,4306.0,4326.0,4352.0,4384.0,4422.0,4466.0,4516.0,4572.0,4634.0,4702.0,4776.0,4856.0,4942.0,5034.0,5132.0,5236.0,5346.0,5462.0,5584.0,5712.0,5846.0,5986.0,6132.0,6284.0,6442.0,6606.0,6776.0,6952.0,7134.0,7322.0,7516.0,7716.0,7922.0,8134.0,8352.0,8576.0,8806.0,9042.0,9284.0,9532.0,9786.0,10046.0,10312.0,10584.0,10862.0,11146.0,11436.0,11732.0
11404.0,11112.0,10826.0,10546.0,10272.0,10004.0,9742.0,9486.0,9236.0,8992.0,8754.0,8522.0,8296.0,8076.0,7862.0,7654.0,7452.0,7256.0,7066.0,6882.0,6704.0,6532.0,6366.0,6206.0,6052.0,5904.0,5762.0,5626.0,5496.0,5372.0,5254.0,5142.0,5036.0,4936.0,4842.0,4754.0,4672.0,4596.0,4526.0,4462.0,4404.0,4352.0,4306.0,4266.0,4232.0,4204.0,4182.0,4166.0,4156.0,4152.0,4154.0,4162.0,4176.0,4196.0,4222.0,4254.0,4292.0,4336.0,4386.0,4442.0,4504.0,4572.0,4646.0,4726.0,4812.0,4904.0,5002.0,5106.0,5216.0,5332.0,5454.0,5582.0,5716.0,5856.0,6002.0,6154.0,6312.0,6476.0,6646.0,6822.0,7004.0,7192.0,7386.0,7586.0,7792.0,8004.0,8222.0,8446.0,8676.0,8912.0,9154.0,9402.0,9656.0,9916.0,10182.0,10454.0,10732.0,11016.0,11306.0,11602.0
11276.0,10984.0,10698.0,10418.0,10144.0,9876.0,9614.0,9358.0,9108.0,8864.0,8626.0,8394.0,8168.0,7948.0,7734.0,7526.0,7324.0,7128.0,6938.0,6754.0,6576.0,6404.0,6238.0,6078.0,5924.0,5776.0,5634.0,5498.0,5368.0,5244.0,5126.0,5014.0,4908.0,4808.0,4714.0,4626.0,4544.0,4468.0,4398.0,4334.0,4276.0,4224.0,4178.0,4138.0,4104.0,4076.0,4054.0,4038.0,4028.0,4024.0,4026.0,4034.0,4048.0,4068.0,4094.0,4126.0,4164.0,4208.0,4258.0,4314.0,4376.0,4444.0,4518.0,4598.0,4684.0,4776.0,4874.0,4978.0,5088.0,5204.0,5326.0,5454.0,5588.0,5728.0,5874.0,6026.0,6184.0,6348.0,6518.0,6694.0,6876.0,7064.0,7258.0,7458.0,7664.0,7876.0,8094.0,8318.0,8548.0,8784.0,9026.0,9274.0,9528.0,9788.0,10054.0,10326.0,10604.0,10888.0,11178.0,11474.0
