10220,10076,9934,9794,9656,9520,9386,9254,9124,8996,8870,8746,8624,8504,8386,8270,8156,8044,7934,7826,7720,7616,7514,7414,7316,7220,7126,7034,6944,6856,6770,6686,6604,6524,6446,6370,6296,6224,6154,6086,6020,5956,5894,5834,5776,5720,5666,5614,5564,5516,5470,5426,5384,5344,5306,5270,5236,5204,5174,5146,5120,5096,5074,5054,5036,5020,5006,4994,4984,4976,4970
10362,10218,10076,9936,9798,9662,9528,9396,9266,9138,9012,8888,8766,8646,8528,8412,8298,8186,8076,7968,7862,7758,7656,7556,7458,7362,7268,7176,7086,6998,6912,6828,6746,6666,6588,6512,6438,6366,6296,6228,6162,6098,6036,5976,5918,5862,5808,5756,5706,5658,5612,5568,5526,5486,5448,5412,5378,5346,5316,5288,5262,5238,5216,5196,5178,5162,5148,5136,5126,5118,5112
10506,10362,10220,10080,9942,9806,9672,9540,9410,9282,9156,9032,8910,8790,8672,8556,8442,8330,8220,8112,8006,7902,7800,7700,7602,7506,7412,7320,7230,7142,7056,6972,6890,6810,6732,6656,6582,6510,6440,6372,6306,6242,6180,6120,6062,6006,5952,5900,5850,5802,5756,5712,5670,5630,5592,5556,5522,5490,5460,5432,5406,5382,5360,5340,5322,5306,5292,5280,5270,5262,5256
10652,10508,10366,10226,10088,9952,9818,9686,9556,9428,9302,9178,9056,8936,8818,8702,8588,8476,8366,8258,8152,8048,7946,7846,7748,7652,7558,7466,7376,7288,7202,7118,7036,6956,6878,6802,6728,6656,6586,6518,6452,6388,6326,6266,6208,6152,6098,6046,5996,5948,5902,5858,5816,5776,5738,5702,5668,5636,5606,5578,5552,5528,5506,5486,5468,5452,5438,5426,5416,5408,5402
10800,10656,10514,10374,10236,10100,9966,9834,9704,9576,9450,9326,9204,9084,8966,8850,8736,8624,8514,8406,8300,8196,8094,7994,7896,7800,7706,7614,7524,7436,7350,7266,7184,7104,7026,6950,6876,6804,6734,6666,6600,6536,6474,6414,6356,6300,6246,6194,6144,6096,6050,6006,5964,5924,5886,5850,5816,5784,5754,5726,5700,5676,5654,5634,5616,5600,5586,5574,5564,5556,5550
10950,10806,10664,10524,10386,10250,10116,9984,9854,9726,9600,9476,9354,9234,9116,9000,8886,8774,8664,8556,8450,8346,8244,8144,8046,7950,7856,7764,7674,7586,7500,7416,7334,7254,7176,7100,7026,6954,6884,6816,6750,6686,6624,6564,6506,6450,6396,6344,6294,6246,6200,6156,6114,6074,6036,6000,5966,5934,5904,5876,5850,5826,5804,5784,5766,5750,5736,5724,5714,5706,5700
11102,10958,10816,10676,10538,10402,10268,10136,10006,9878,9752,9628,9506,9386,9268,9152,9038,8926,8816,8708,8602,8498,8396,8296,8198,8102,8008,7916,7826,7738,7652,7568,7486,7406,7328,7252,7178,7106,7036,6968,6902,6838,6776,6716,6658,6602,6548,6496,6446,6398,6352,6308,6266,6226,6188,6152,6118,6086,6056,6028,6002,5978,5956,5936,5918,5902,5888,5876,5866,5858,5852
11256,11112,10970,10830,10692,10556,10422,10290,10160,10032,9906,9782,9660,9540,9422,9306,9192,9080,8970,8862,8756,8652,8550,8450,8352,8256,8162,8070,7980,7892,7806,7722,7640,7560,7482,7406,7332,7260,7190,7122,7056,6992,6930,6870,6812,6756,6702,6650,6600,6552,6506,6462,6420,6380,6342,6306,6272,6240,6210,6182,6156,6132,6110,6090,6072,6056,6042,6030,6020,6012,6006
11412,11268,11126,10986,10848,10712,10578,10446,10316,10188,10062,9938,9816,9696,9578,9462,9348,9236,9126,9018,8912,8808,8706,8606,8508,8412,8318,8226,8136,8048,7962,7878,7796,7716,7638,7562,7488,7416,7346,7278,7212,7148,7086,7026,6968,6912,6858,6806,6756,6708,6662,6618,6576,6536,6498,6462,6428,6396,6366,6338,6312,6288,6266,6246,6228,6212,6198,6186,6176,6168,6162
11570,11426,11284,11144,11006,10870,10736,10604,10474,10346,10220,10096,9974,9854,9736,9620,9506,9394,9284,9176,9070,8966,8864,8764,8666,8570,8476,8384,8294,8206,8120,8036,7954,7874,7796,7720,7646,7574,7504,7436,7370,7306,7244,7184,7126,7070,7016,6964,6914,6866,6820,6776,6734,6694,6656,6620,6586,6554,6524,6496,6470,6446,6424,6404,6386,6370,6356,6344,6334,6326,6320
11730,11586,11444,11304,11166,11030,10896,10764,10634,10506,10380,10256,10134,10014,9896,9780,9666,9554,9444,9336,9230,9126,9024,8924,8826,8730,8636,8544,8454,8366,8280,8196,8114,8034,7956,7880,7806,7734,7664,7596,7530,7466,7404,7344,7286,7230,7176,7124,7074,7026,6980,6936,6894,6854,6816,6780,6746,6714,6684,6656,6630,6606,6584,6564,6546,6530,6516,6504,6494,6486,6480
11892,11748,11606,11466,11328,11192,11058,10926,10796,10668,10542,10418,10296,10176,10058,9942,9828,9716,9606,9498,9392,9288,9186,9086,8988,8892,8798,8706,8616,8528,8442,8358,8276,8196,8118,8042,7968,7896,7826,7758,7692,7628,7566,7506,7448,7392,7338,7286,7236,7188,7142,7098,7056,7016,6978,6942,6908,6876,6846,6818,6792,6768,6746,6726,6708,6692,6678,6666,6656,6648,6642
12056,11912,11770,11630,11492,11356,11222,11090,10960,10832,10706,10582,10460,10340,10222,10106,9992,9880,9770,9662,9556,9452,9350,9250,9152,9056,8962,8870,8780,8692,8606,8522,8440,8360,8282,8206,8132,8060,7990,7922,7856,7792,7730,7670,7612,7556,7502,7450,7400,7352,7306,7262,7220,7180,7142,7106,7072,7040,7010,6982,6956,6932,6910,6890,6872,6856,6842,6830,6820,6812,6806
12222,12078,11936,11796,11658,11522,11388,11256,11126,10998,10872,10748,10626,10506,10388,10272,10158,10046,9936,9828,9722,9618,9516,9416,9318,9222,9128,9036,8946,8858,8772,8688,8606,8526,8448,8372,8298,8226,8156,8088,8022,7958,7896,7836,7778,7722,7668,7616,7566,7518,7472,7428,7386,7346,7308,7272,7238,7206,7176,7148,7122,7098,7076,7056,7038,7022,7008,6996,6986,6978,6972
12390,12246,12104,11964,11826,11690,11556,11424,11294,11166,11040,10916,10794,10674,10556,10440,10326,10214,10104,9996,9890,9786,9684,9584,9486,9390,9296,9204,9114,9026,8940,8856,8774,8694,8616,8540,8466,8394,8324,8256,8190,8126,8064,8004,7946,7890,7836,7784,7734,7686,7640,7596,7554,7514,7476,7440,7406,7374,7344,7316,7290,7266,7244,7224,7206,7190,7176,7164,7154,7146,7140
12560,12416,12274,12134,11996,11860,11726,11594,11464,11336,11210,11086,10964,10844,10726,10610,10496,10384,10274,10166,10060,9956,9854,9754,9656,9560,9466,9374,9284,9196,9110,9026,8944,8864,8786,8710,8636,8564,8494,8426,8360,8296,8234,8174,8116,8060,8006,7954,7904,7856,7810,7766,7724,7684,7646,7610,7576,7544,7514,7486,7460,7436,7414,7394,7376,7360,7346,7334,7324,7316,7310
12732,12588,12446,12306,12168,12032,11898,11766,11636,11508,11382,11258,11136,11016,10898,10782,10668,10556,10446,10338,10232,10128,10026,9926,9828,9732,9638,9546,9456,9368,9282,9198,9116,9036,8958,8882,8808,8736,8666,8598,8532,8468,8406,8346,8288,8232,8178,8126,8076,8028,7982,7938,7896,7856,7818,7782,7748,7716,7686,7658,7632,7608,7586,7566,7548,7532,7518,7506,7496,7488,7482
12906,12762,12620,12480,12342,12206,12072,11940,11810,11682,11556,11432,11310,11190,11072,10956,10842,10730,10620,10512,10406,10302,10200,10100,10002,9906,9812,9720,9630,9542,9456,9372,9290,9210,9132,9056,8982,8910,8840,8772,8706,8642,8580,8520,8462,8406,8352,8300,8250,8202,8156,8112,8070,8030,7992,7956,7922,7890,7860,7832,7806,7782,7760,7740,7722,7706,7692,7680,7670,7662,7656
13082,12938,12796,12656,12518,12382,12248,12116,11986,11858,11732,11608,11486,11366,11248,11132,11018,10906,10796,10688,10582,10478,10376,10276,10178,10082,9988,9896,9806,9718,9632,9548,9466,9386,9308,9232,9158,9086,9016,8948,8882,8818,8756,8696,8638,8582,8528,8476,8426,8378,8332,8288,8246,8206,8168,8132,8098,8066,8036,8008,7982,7958,7936,7916,7898,7882,7868,7856,7846,7838,7832
13260,13116,12974,12834,12696,12560,12426,12294,12164,12036,11910,11786,11664,11544,11426,11310,11196,11084,10974,10866,10760,10656,10554,10454,10356,10260,10166,10074,9984,9896,9810,9726,9644,9564,9486,9410,9336,9264,9194,9126,9060,8996,8934,8874,8816,8760,8706,8654,8604,8556,8510,8466,8424,8384,8346,8310,8276,8244,8214,8186,8160,8136,8114,8094,8076,8060,8046,8034,8024,8016,8010
13440,13296,13154,13014,12876,12740,12606,12474,12344,12216,12090,11966,11844,11724,11606,11490,11376,11264,11154,11046,10940,10836,10734,10634,10536,10440,10346,10254,10164,10076,9990,9906,9824,9744,9666,9590,9516,9444,9374,9306,9240,9176,9114,9054,8996,8940,8886,8834,8784,8736,8690,8646,8604,8564,8526,8490,8456,8424,8394,8366,8340,8316,8294,8274,8256,8240,8226,8214,8204,8196,8190
13622,13478,13336,13196,13058,12922,12788,12656,12526,12398,12272,12148,12026,11906,11788,11672,11558,11446,11336,11228,11122,11018,10916,10816,10718,10622,10528,10436,10346,10258,10172,10088,10006,9926,9848,9772,9698,9626,9556,9488,9422,9358,9296,9236,9178,9122,9068,9016,8966,8918,8872,8828,8786,8746,8708,8672,8638,8606,8576,8548,8522,8498,8476,8456,8438,8422,8408,8396,8386,8378,8372
13806,13662,13520,13380,13242,13106,12972,12840,12710,12582,12456,12332,12210,12090,11972,11856,11742,11630,11520,11412,11306,11202,11100,11000,10902,10806,10712,10620,10530,10442,10356,10272,10190,10110,10032,9956,9882,9810,9740,9672,9606,9542,9480,9420,9362,9306,9252,9200,9150,9102,9056,9012,8970,8930,8892,8856,8822,8790,8760,8732,8706,8682,8660,8640,8622,8606,8592,8580,8570,8562,8556
13992,13848,13706,13566,13428,13292,13158,13026,12896,12768,12642,12518,12396,12276,12158,12042,11928,11816,11706,11598,11492,11388,11286,11186,11088,10992,10898,10806,10716,10628,10542,10458,10376,10296,10218,10142,10068,9996,9926,9858,9792,9728,9666,9606,9548,9492,9438,9386,9336,9288,9242,9198,9156,9116,9078,9042,9008,8976,8946,8918,8892,8868,8846,8826,8808,8792,8778,8766,8756,8748,8742
14180,14036,13894,13754,13616,13480,13346,13214,13084,12956,12830,12706,12584,12464,12346,12230,12116,12004,11894,11786,11680,11576,11474,11374,11276,11180,11086,10994,10904,10816,10730,10646,10564,10484,10406,10330,10256,10184,10114,10046,9980,9916,9854,9794,9736,9680,9626,9574,9524,9476,9430,9386,9344,9304,9266,9230,9196,9164,9134,9106,9080,9056,9034,9014,8996,8980,8966,8954,8944,8936,8930
14370,14226,14084,13944,13806,13670,13536,13404,13274,13146,13020,12896,12774,12654,12536,12420,12306,12194,12084,11976,11870,11766,11664,11564,11466,11370,11276,11184,11094,11006,10920,10836,10754,10674,10596,10520,10446,10374,10304,10236,10170,10106,10044,9984,9926,9870,9816,9764,9714,9666,9620,9576,9534,9494,9456,9420,9386,9354,9324,9296,9270,9246,9224,9204,9186,9170,9156,9144,9134,9126,9120
